location,dist,azimuth,location_type,city_8,orig_country_103
"('nan', 'Matola', 'Mozambique')",494.03034437449963,-0.00685119785457303,1,Johannesburg,Mozambique
"('nan', 'Gombe', 'Uganda')",497.7265837785049,2.8054166872191093,1,Nairobi,Uganda
"('Ojo', 'Ilesa', 'Nigeria')",499.4314949443495,0.5979197482717562,1,Accra,Nigeria
"('Riverside', 'Riverside', 'South Africa')",501.9021191506634,-0.8285127629904332,1,Johannesburg,South Africa
"('Tabankulu', 'Tabankulu', 'South Africa')",511.87443952285844,-1.2665003693020562,1,Johannesburg,South Africa
"('nan', 'Lusikisiki', 'South Africa')",514.8676368936775,-1.238771493698234,1,Johannesburg,South Africa
"('Parakou', 'Parakou', 'Benin')",526.6216986184209,0.9287625952875275,1,Accra,Benin
"('Plumtree', 'Plamtry', 'Zimbabwe')",536.262289044858,1.590889450404897,1,Johannesburg,Zimbabwe
"('Plumtree', 'Plumtree', 'Zimbabwe')",536.262289044858,1.590889450404897,2,Johannesburg,Zimbabwe
"('Bukoba', 'Bukoba', 'Tanzania')",548.7143700973836,-3.133695825358631,1,Nairobi,Tanzania
"('Chokwe', 'Chokwe', 'Mozambique')",551.3634517403924,0.3198208017656589,2,Johannesburg,Mozambique
"('Plumtree', 'Old Lobengula', 'Zimbabwe')",561.0725436683291,1.5964114307147617,1,Johannesburg,Zimbabwe
"('Wa', 'Wa', 'Ghana')",562.1286738132862,2.037191635734372,3,Accra,Ghana
"('Macia', 'Macia', 'Mozambique')",562.1735315019383,0.21934911897384393,1,Johannesburg,Mozambique
"('Queenstown', 'Queenstown', 'South Africa')",566.5426026329923,-1.7998893759703196,1,Johannesburg,South Africa
"('Ife', 'Ife', 'Nigeria')",569.9541034842644,0.3862212694105262,1,Accra,Nigeria
"('Bulawayo', 'Thsh', 'Zimbabwe')",570.003710098564,1.4343560163887097,1,Johannesburg,Zimbabwe
"('Bilene', 'Bilene', 'Mozambique')",573.4328407333085,0.1816813697984445,1,Johannesburg,Mozambique
"('Millionaire', 'Yamoussoukro', ""Côte d'Ivoire"")",575.7986469798013,2.8962064584374767,1,Accra,Ivory Coast
"('nan', 'Hokwe', 'Mozambique')",584.6084551004576,0.20004437674130424,1,Johannesburg,Mozambique
"('Bolgatanga', 'Bolgatanga', 'Ghana')",586.9978464999019,1.689376857420973,14,Accra,Ghana
"('Navrongo', 'Navorongo', 'Ghana')",588.3972269386385,1.7450643160089274,1,Accra,Ghana
"('Sandema', 'Sandema', 'Ghana')",589.1726000189866,1.7723310355849682,1,Accra,Ghana
"('Gaza', 'Gaza', 'Mozambique')",591.4532496060776,0.49738909124107406,1,Johannesburg,Mozambique
"('Bulawayo', 'Bulawayo', 'Zimbabwe')",593.8845682246026,1.4458602979638195,27,Johannesburg,Zimbabwe
"('Makokoba', 'Zimbabwe', 'Zimbabwe')",595.1505599924742,1.4485568765504584,1,Johannesburg,Zimbabwe
"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",596.5073754717777,1.4501514627460392,1,Johannesburg,Zimbabwe
"('Dutywa', 'Dutywa', 'South Africa')",606.4429417908494,-1.491744081866139,1,Johannesburg,South Africa
"('Ntabazinduna', 'Bulawayo', 'Zimbabwe')",608.1401833957323,1.3993731904256268,1,Johannesburg,Zimbabwe
"('Paga', 'Paga', 'Ghana')",611.2159409981086,1.7309472495382572,1,Accra,Ghana
"('nan', 'Timbou', 'Togo')",613.5597390329104,1.5129770803980644,1,Accra,Togo
"('Ilorin', 'Ilorin', 'Nigeria')",620.6870038650464,0.5585042768793178,3,Accra,Nigeria
"('Tumu', 'Wa', 'Ghana')",624.0550151220789,1.88922877211329,1,Accra,Ghana
"('Tsholotsho', 'Tsholotsho', 'Zimbabwe')",625.7063106040166,1.6738209824540051,1,Johannesburg,Zimbabwe
"('Xai-Xai', 'Xai-Xai', 'Mozambique')",629.9225793294959,0.1311385978513194,2,Johannesburg,Mozambique
"('Xai Xai', 'Xai Xai', 'Mozambique')",629.9225793294959,0.1311385978513194,2,Johannesburg,Mozambique
"('Lawra', 'Lawra', 'Ghana')",639.1124033573469,2.0519699343811664,2,Accra,Ghana
"('Dikeni', 'Dikeni', 'South Africa')",648.1939372933043,-2.0878790888042023,1,Johannesburg,South Africa
"('nan', 'Leo', 'Burkina Faso')",648.4304244505322,1.910416428006875,1,Accra,Burkina Faso
"('Ogunu', 'Warri', 'Nigeria')",650.2922082131713,-0.02577949851362571,1,Accra,Nigeria
"('Benin City', 'Benin City', 'Nigeria')",652.1365174842014,0.13385068620667262,1,Accra,Nigeria
"('Akpakpava', 'Benin City', 'Nigeria')",653.6756041147214,0.13525292796502417,1,Accra,Nigeria
"('Leo', 'Leo', 'Burkina Faso')",662.7522686496006,1.8953346953862498,1,Accra,Burkina Faso
"('nan', 'Machel Village', 'Mozambique')",672.2276511817233,0.206205316258636,1,Johannesburg,Mozambique
"('Fort Beaufort', 'Fort Beaufort', 'South Africa')",694.3835095945701,-1.764643822840558,1,Johannesburg,South Africa
"('Delta', 'Delta', 'Nigeria')",701.967240250525,-0.02515275477397974,1,Accra,Nigeria
"('nan', 'Kibaya', 'Rwanda')",710.0801249626626,-3.0148164026909865,1,Nairobi,Rwanda
"('Kwekwe', 'Kwekwe', 'Zimbabwe')",711.3962345357664,1.2568252881541422,3,Johannesburg,Zimbabwe
"('Agbor', 'Benin City', 'Nigeria')",712.5905424416119,0.11056364609556484,1,Accra,Nigeria
"('Chipinge', 'Chipinge', 'Zimbabwe')",722.7443726292634,0.8408678505248747,1,Johannesburg,Zimbabwe
"('Water Bolt~ Polosa Street', 'Auchi', 'Nigeria')",737.2419155234126,0.23045478562487282,1,Accra,Nigeria
"('nan', 'Zandamela', 'Mozambique')",740.9873252407153,0.14741913833404746,1,Johannesburg,Mozambique
"('Banfora', 'Banfora', 'Burkina Faso')",758.0865618015847,2.2963577979987386,1,Accra,Burkina Faso
"('Kigali', 'Kigali', 'Rwanda')",763.0140806216176,-3.0547274153901247,2,Nairobi,Rwanda
"('Poa', 'Poa', 'Burkina Faso')",770.8861656126724,1.8418879445532355,1,Accra,Burkina Faso
"('Asaba', 'Asaba', 'Nigeria')",772.0210852396818,0.09157471273777588,1,Accra,Nigeria
"('Onitsha', 'Anambra', 'Nigeria')",772.3844969729311,0.06599519275229299,1,Accra,Nigeria
"('Bobo-Dioulasso', 'Bobo-Dioulasso', 'Burkina Faso')",772.9732165972861,2.1963252151516057,2,Accra,Burkina Faso
"('Ouagadougou', 'Ouagadougou', 'Burkina Faso')",774.2868959133821,1.760639189558184,6,Accra,Burkina Faso
"('Ngozi', 'Ngozi', 'Burundi')",788.0062771337772,-2.941792323640507,2,Nairobi,Burundi
"('Zimbabwe', 'Zimbabwe', 'Zimbabwe')",788.4030457217021,1.3116060303970052,1,Johannesburg,Zimbabwe
"('Anambra', 'Imo State', 'Nigeria')",789.6367688305071,0.07468558544924522,1,Accra,Nigeria
"('Anambra', 'Anambra', 'Nigeria')",789.6367688305071,0.07468558544924522,3,Accra,Nigeria
"('nan', 'Anambra', 'Nigeria')",789.6367688305071,0.07468558544924522,1,Accra,Nigeria
"('Nnewi', 'Nnewi', 'Nigeria')",791.2331430833619,0.06595656049597222,1,Accra,Nigeria
"('nan', 'Orlu', 'Nigeria')",797.2626688209449,0.018260372008745453,1,Accra,Nigeria
"('Gitega', 'Gitega', 'Burundi')",801.0814959392111,-2.8772388670291504,1,Nairobi,Burundi
"('Owerri', 'Owerri', 'Nigeria')",802.4724302335728,-0.008163125249947596,1,Accra,Nigeria
"('Juba', 'Juba', 'South Sudan')",803.4420942529454,2.331826952733242,6,Nairobi,South Sudan
"('Orlu', 'Orlu', 'Nigeria')",803.7458740906458,0.03709068429127517,1,Accra,Nigeria
"('Port Harcourt', 'Port Harcourt', 'Nigeria')",805.4343837077425,-0.10765934606338966,1,Accra,Nigeria
"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",807.4092457516402,-1.89469683665539,2,Johannesburg,South Africa
"('Bisoro', 'Bisoro', 'Burundi')",808.6174639320626,-2.8695106745388625,1,Nairobi,Burundi
"('nan', 'Asa', 'Nigeria')",810.8784381799193,0.6554964263659537,1,Accra,Nigeria
"('Juba', 'Upper Nill', 'South Sudan')",811.1048551578388,2.3217670672735458,1,Nairobi,South Sudan
"('Musanze', 'Musanze', 'Rwanda')",815.2779612873414,-3.1167818574604285,1,Nairobi,Rwanda
"('Kigoma', 'Kigoma', 'Tanzania')",823.7363326801564,-2.7505756223060662,1,Nairobi,Tanzania
"('Mwaro', 'Mwaro', 'Burundi')",829.2778303892247,-2.881304731733155,1,Nairobi,Burundi
"('Aba', 'Aba', 'Nigeria')",835.328628949231,-0.07612624209092836,1,Accra,Nigeria
"('Goma', 'Goma', 'Democratic Republic of the Congo')",835.4547143817878,-3.0962817348879135,3,Nairobi,Democratic Republic Of The Congo
"('Ariaria', 'Aba', 'Nigeria')",837.0124027953822,-0.05941833753055885,1,Accra,Nigeria
"('Bujumbura', 'Bujumbura', 'Burundi')",841.7131502148305,-2.8979959032040647,10,Nairobi,Burundi
"('Victoria Falls', 'Victoria Falls', 'Zimbabwe')",855.5020603625404,1.8270321834616503,1,Johannesburg,Zimbabwe
"('Amawom', 'Owerri', 'Nigeria')",855.6193210166882,-0.028442810593596768,1,Accra,Nigeria
"('Abaji', 'Abaji', 'Nigeria')",855.7705877219298,0.3901984022552273,1,Accra,Nigeria
"('Bukirasazi', 'Bukirasazi', 'Burundi')",858.8877625170492,-2.905460321500911,1,Nairobi,Burundi
"('nan', 'Bujumbura', 'Burundi')",859.7906772641413,-2.9017334187854877,1,Nairobi,Burundi
"('New Haven', 'Enugu', 'Nigeria')",860.0899415794853,0.11918443634155976,1,Accra,Nigeria
"('Livingstone', 'Livingstone', 'Zambia')",861.7086511960671,1.822938814795833,1,Johannesburg,Zambia
"('Agbani', 'Agbani', 'Nigeria')",863.8223935452551,0.0974232968844926,1,Accra,Nigeria
"('Glen View', 'Harare', 'Zimbabwe')",873.3125363630355,1.172952179426146,1,Johannesburg,Zimbabwe
"('Ziohn Town', 'Ziohn Town', 'Liberia')",875.857527978639,3.071484758259362,1,Accra,Liberia
"('Harare', 'Harare', 'Zimbabwe')",884.0027498836419,1.1634373897129693,8,Johannesburg,Zimbabwe
"('Masisi', 'Masisi', 'Democratic Republic of the Congo')",891.1352734186986,-3.1300195024859185,1,Nairobi,Democratic Republic Of The Congo
"('nan', 'Masisi', 'Democratic Republic of the Congo')",891.1352734186986,-3.1300195024859185,1,Nairobi,Democratic Republic Of The Congo
"('Nouna', 'Nouna', 'Burkina Faso')",894.9547053746669,2.03503856340708,1,Accra,Burkina Faso
"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",895.5754022189934,-2.9291268188875375,17,Nairobi,Congo-Brazzaville
"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",903.9670414077232,-3.006390465001477,11,Nairobi,Democratic Republic Of The Congo
"('Ebonyi', 'Ebonyi', 'Nigeria')",908.8401564381802,0.06249826297174967,2,Accra,Nigeria
"('Kebbi State', 'Kebbi State', 'Nigeria')",915.354986200499,0.9641503158800654,1,Accra,Nigeria
"('Ohaukwu', 'Ohaukwu', 'Nigeria')",916.8648909131276,0.11792569723579634,1,Accra,Nigeria
"('nan', 'Irundu', 'Democratic Republic of the Congo')",918.2375243606261,-2.870367937700352,1,Nairobi,Democratic Republic Of The Congo
"('Abakaliki', 'Abakaliki', 'Nigeria')",918.4297364541835,0.07646636102358077,1,Accra,Nigeria
"('Mile 15', 'Abakaliki', 'Nigeria')",918.4297364541835,0.07646636102358077,1,Accra,Nigeria
"('Minembwe', 'Kinshasa', 'Democratic Republic of the Congo')",920.789094227762,-2.868024703234428,1,Nairobi,Democratic Republic Of The Congo
"('Yantala', 'Niamey', 'Niger')",925.0136802914365,1.2911223784840877,1,Accra,Niger
"('Niamey', 'Niamey', 'Niger')",925.4264337394519,1.289201751064207,19,Accra,Niger
"('Niame', 'Niamey', 'Niger')",925.4264337394519,1.289201751064207,1,Accra,Niger
"('Abuja', 'Kaduna', 'Nigeria')",926.0304314087786,0.4156725456693109,1,Accra,Nigeria
"('Mekanisa', 'Oromia', 'Ethiopia')",929.224916731248,1.2780886939913814,1,Nairobi,Ethiopia
"('Chief Palace', 'Ilorin', 'Nigeria')",929.2959706937306,0.44433388878690383,1,Accra,Nigeria
"('Fizi', 'Fizi', 'Democratic Republic of the Congo')",934.3511763632929,-2.8215756449864546,1,Nairobi,Democratic Republic Of The Congo
"('Akobo', 'Akobo', 'South Sudan')",936.8119407880216,1.9836366980259608,1,Nairobi,South Sudan
"('Abuja', 'Abuja', 'Nigeria')",937.8330442058837,0.42792839227422824,1,Accra,Nigeria
"('Madegu', 'Madegu', 'Democratic Republic of the Congo')",941.5649839689804,-2.8599978556168217,1,Nairobi,Democratic Republic Of The Congo
"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",941.5691652102628,-2.8601212555971314,13,Nairobi,Democratic Republic Of The Congo
"('nan', 'Minembwe', 'Democratic Republic of the Congo')",941.5691652102628,-2.8601212555971314,2,Nairobi,Democratic Republic Of The Congo
"('Calabar', 'Calabar', 'Nigeria')",943.7701541229053,-0.0829010382998732,1,Accra,Nigeria
"('New Karu', 'New Karu', 'Nigeria')",950.3255188510332,0.4167554809627357,1,Accra,Nigeria
"('Dosso', 'Dosso', 'Niger')",964.7417187281194,1.1132955412824632,1,Accra,Niger
"('Beila', 'Beila', 'Mozambique')",965.3102885523823,0.6660032215521065,1,Johannesburg,Mozambique
"('Beira', 'Beira', 'Mozambique')",965.3102885523823,0.6660032215521065,2,Johannesburg,Mozambique
"('South Kivu', 'South Kivu', 'Democratic Republic of the Congo')",1000.432071740694,-2.9557871390049257,1,Nairobi,Democratic Republic Of The Congo
"('Benue State', 'Benue State', 'Nigeria')",1000.7784750935577,0.2443041886127531,1,Accra,Nigeria
"('nan', 'Mozambique', 'Mozambique')",1003.8241033830008,0.6965756964706568,1,Johannesburg,Mozambique
"('Mozambique', 'Mozambique', 'Mozambique')",1003.8241033830008,0.6965756964706568,1,Johannesburg,Mozambique
"('Kranskop', 'Kranskop', 'South Africa')",1049.1768361023994,-2.2793009490886877,2,Johannesburg,South Africa
"('Lusaka', 'Lusaka', 'Zambia')",1057.2525744477189,1.5024363047692288,4,Johannesburg,Zambia
"('Gusau', 'Gusau', 'Nigeria')",1058.0863129089641,0.765839533193695,1,Accra,Nigeria
"('Mopti', 'Mopti', 'Mali')",1068.617917787095,1.9361596292449,1,Accra,Mali
"('Villa', 'Villa', 'Democratic Republic of the Congo')",1082.4146819067169,-2.7557627233308155,1,Nairobi,Democratic Republic Of The Congo
"('nan', 'Dinka', 'South Sudan')",1142.0578807849745,2.032820624790642,1,Nairobi,South Sudan
"('Makal', 'Makal', 'South Sudan')",1159.4030139632148,2.0234831670942857,1,Nairobi,South Sudan
"('Bamako', 'Bamako', 'Mali')",1162.373903789189,2.40459702696197,3,Accra,Mali
"('Brats', 'Brats', 'South Africa')",1173.092159256797,-2.335873889406548,1,Johannesburg,South Africa
"('nan', 'Tsanyawa', 'Nigeria')",1176.5558908759092,0.6870775056734306,1,Accra,Nigeria
"('Maradi', 'Maradi', 'Niger')",1182.9322722251634,0.8208643255965683,1,Accra,Niger
"('Gao', 'Gao', 'Mali')",1196.0500078637092,1.5554128080202976,1,Accra,Mali
"('Kano', 'Kano', 'Nigeria')",1197.3355624445267,0.6258246187665387,3,Accra,Nigeria
"('Miri', 'Bauchi', 'Nigeria')",1214.9262025375165,0.43503909934401735,1,Accra,Nigeria
"('Bentiu', 'Bentiu', 'South Sudan')",1246.0185735146154,2.1847831826798156,1,Nairobi,South Sudan
"('Blantyre', 'Blantyre', 'Malawi')",1251.1767101485336,0.8620538832986955,5,Johannesburg,Malawi
"('Blk', 'Block', 'Malawi')",1269.4505699038177,0.904023658248596,1,Johannesburg,Malawi
"('Mulanje', 'Mulanje', 'Malawi')",1277.4661263193263,0.8184698496384031,1,Johannesburg,Malawi
"('Timbuktu', 'Timbuktu', 'Mali')",1287.9067421366574,1.8153926201745407,1,Accra,Mali
"('Warrap', 'Warrap', 'South Sudan')",1294.4751660605714,2.306942453316699,1,Nairobi,South Sudan
"('Yaounde', 'Yaounde', 'Cameroon')",1310.4228801611941,-0.1401861818270652,1,Accra,Cameroon
"('nan', 'Khayelitsha', 'South Africa')",1312.9220604944694,-2.454932869632867,1,Johannesburg,South Africa
"('Kuajok', 'Kuajok', 'South Sudan')",1324.939689455301,2.3475082036335415,1,Nairobi,South Sudan
"('Tahoua', 'Tahoua', 'Niger')",1329.5028074673053,1.0882784220147723,1,Accra,Niger
"('nan', 'Qaqriyal', 'South Sudan')",1329.8392954841138,2.3278376843993716,1,Nairobi,South Sudan
"('Thembisa', 'Thembisa', 'South Africa')",1330.3895268257347,-2.4454469651166018,1,Johannesburg,South Africa
"('Chingola', 'Chingola', 'Zambia')",1341.144461103558,1.530696413703892,1,Johannesburg,Zambia
"('Zinder', 'Zinder', 'Niger')",1369.5952776398515,0.7299717101949211,1,Accra,Niger
"('Erar Community', 'Eastern Tigray', 'Ethiopia')",1383.9641276566447,1.2734719831527574,1,Nairobi,Ethiopia
"('Aweil', 'Aweil', 'South Sudan')",1404.0016530973367,2.3522126986997565,1,Nairobi,South Sudan
"('Baraka', 'Baraka', 'Democratic Republic of the Congo')",1429.5872386246626,-2.3407967851373592,1,Nairobi,Democratic Republic Of The Congo
"('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo')",1431.6153647238723,1.5554475642688845,2,Johannesburg,Democratic Republic Of The Congo
"('Embangweni', 'Embangweni', 'Malawi')",1450.9330278427358,1.0810571464759158,1,Johannesburg,Malawi
"('Freetown', 'Freetown', 'Sierra Leone')",1480.1379739786366,2.922496381421511,1,Accra,Sierra Leone
"('Katanga', 'Katanga', 'Democratic Republic of the Congo')",1489.2351417711309,-2.578657171541067,1,Nairobi,Democratic Republic Of The Congo
"('nan', 'Yesaya', 'Malawi')",1491.0336142935266,1.0853140565606916,1,Johannesburg,Malawi
"('nan', 'Wau', 'Sudan')",1503.8795153448539,1.6347313403926589,1,Nairobi,Sudan
"('Mzimba', 'Mzimba', 'Malawi')",1508.8344532819988,1.0987593038885366,2,Johannesburg,Malawi
"('Mzuzu', 'Mzuzu', 'Malawi')",1532.0254962713195,1.0581722548351171,3,Johannesburg,Malawi
"('Agadez', 'Agadez', 'Niger')",1559.4484621549134,0.944713544700742,3,Accra,Niger
"('Khartoum', 'Khartoum', 'Sudan')",1610.8806707453411,1.778863357711949,1,Nairobi,Sudan
"('Al Riyadh', 'Al Riyadh', 'Sudan')",1610.9518871642126,1.7763967400567469,1,Nairobi,Sudan
"('Al Diyum East', 'Khartoum', 'Sudan')",1611.1788838669513,1.7784682057214236,1,Nairobi,Sudan
"('Diffa', 'Diffa', 'Niger')",1645.3970761877606,0.5325807789941911,2,Accra,Niger
"('Karonga', 'Karonga', 'Malawi')",1665.077970588969,1.1037936149027734,1,Johannesburg,Malawi
"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1678.8564999209996,-2.923801724071799,1,Nairobi,Democratic Republic Of The Congo
"('Angola', 'Angola', 'Angola')",1887.9942504459468,2.186439883285744,1,Johannesburg,Angola
"('Lubango', 'Benguela', 'Angola')",1991.0667891948176,2.4747089914913514,1,Johannesburg,Angola
"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",2067.8246740523987,1.7320120690741256,1,Johannesburg,Democratic Republic Of The Congo
"('nan', 'Morogoro', 'Tanzania')",2097.5926366201206,0.926714028139155,1,Johannesburg,Tanzania
"('Morogoro', 'Morogoro', 'Tanzania')",2097.5926366201206,0.926714028139155,2,Johannesburg,Tanzania
"('nan', 'Congo', 'Republic of the Congo')",2357.8787187337275,3.116484416970034,1,Nairobi,Congo-Brazzaville
"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",2394.4302434950805,-3.001434534547849,13,Nairobi,Democratic Republic Of The Congo
"('Luanda', 'Luanda', 'Angola')",2435.220939804224,2.247809473146649,1,Johannesburg,Angola
"('Bandal', 'Bandal', 'Democratic Republic of the Congo')",2451.1339820791422,1.9781873532892422,1,Johannesburg,Democratic Republic Of The Congo
"('Soweto', 'Zulu', 'South Africa')",2536.364662897265,-1.8429592391855367,1,Nairobi,South Africa
"('Ubundu', 'Ubundu', 'Democratic Republic of the Congo')",2580.5476812772217,1.5786236238308287,1,Johannesburg,Democratic Republic Of The Congo
"('Limete', 'Kinshasa', 'Democratic Republic of the Congo')",2653.6108515578085,2.0499038369194635,3,Johannesburg,Democratic Republic Of The Congo
"('Matadi', 'Matadi', 'Democratic Republic of the Congo')",2657.5855293142395,2.149670589654654,1,Johannesburg,Democratic Republic Of The Congo
"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",2672.3475177542255,1.5811958290777781,1,Johannesburg,Democratic Republic Of The Congo
"('Lira City', 'Lira City', 'Uganda')",2773.8169409193224,1.2548474331990036,1,Johannesburg,Uganda
"('Awasa', 'Awasa', 'Ethiopia')",3263.9894901615517,1.0577380819422935,1,Johannesburg,Ethiopia
"('Enugu', 'Enugu', 'Nigeria')",3362.2355042901117,2.870010347136417,13,Nairobi,Nigeria
"('nan', 'Oromiya', 'Ethiopia')",3370.696859421311,1.0105148656194967,1,Johannesburg,Ethiopia
"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",3465.117883398661,1.0629180734073813,8,Johannesburg,Ethiopia
"('Lahore', 'Lahore', 'Ethiopia')",3642.2565928277613,1.1114140807056891,1,Johannesburg,Ethiopia
"('Limbe', 'Kumba', 'Cameroon')",3783.8824475654706,2.049458544371805,1,Johannesburg,Cameroon
"('Bangou', 'Bangou', 'Cameroon')",3820.2909030689584,1.9984938332041535,1,Johannesburg,Cameroon
"('Orsumoghu', 'Orsumoghu', 'Nigeria')",4080.2822476404826,2.0738370633290764,1,Johannesburg,Nigeria
"('Plateau', 'Plateau', ""Côte d'Ivoire"")",5103.449612991117,2.266602353565936,1,Johannesburg,Ivory Coast
"('Lake Region', 'Yamoussoukro', ""Côte d'Ivoire"")",5112.131653195279,2.2859240975983166,1,Johannesburg,Ivory Coast
"('Gbarnga', 'Gbarnga', 'Liberia')",5189.024820927307,2.9448498806778884,1,Nairobi,Liberia
"('Shikhupora', 'Sheikhupura', 'Pakistan')",6058.371482370383,0.29139741542623276,1,Johannesburg,Pakistan
"('Sarghoda', 'Sargodha', 'Pakistan')",6058.659897715011,0.28696787590294454,1,Johannesburg,Pakistan
"('Lohagora', 'Lohagora', 'Bangladesh')",6876.79442152248,0.005257783384428788,1,Johannesburg,Bangladesh
"('Paris', 'Paris', 'France')",8441.67187403572,1.6561581831029684,1,Johannesburg,South Africa
"('Feni', 'Dakunbrua Banglacesh', 'Bangladesh')",,,1,Johannesburg,Bangladesh
