Q100_1,Q009_1_B,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village
"('nan', 'nan', 'nan')",Nairobi,Unclassified Village,Unclassified,Village,34,0.0,0.0,0.0,0.0,6.0,34.0,0.0,0.0,0.0
"('Johannesburg', 'Johannesburg', 'South Africa')",Johannesburg,Urban Town,Urban,Town,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0
"('Kisumu', 'Kisumu', 'Kenya')",Nairobi,Urban Village,Urban,Village,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0
"('Madina', 'Accra', 'Ghana')",Accra,Urban City,Urban,City,19,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",Nairobi,Non-Urban Village,Non-Urban,Village,17,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Lagos', 'Lagos', 'Nigeria')",Accra,Unclassified Town,Unclassified,Town,17,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
"('Tamale', 'Tamale', 'Ghana')",Accra,Urban Town,Urban,Town,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,7.0
"('Kisii', 'Kisii', 'Kenya')",Nairobi,Urban Village,Urban,Village,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
"('Machakos', 'Machakos', 'Kenya')",Nairobi,Urban Village,Urban,Village,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Johannesburg,Urban Village,Urban,Village,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0
"('Siaya', 'Siaya', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,14,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Accra', 'Accra', 'Ghana')",Accra,Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
"('Niamey', 'Niamey', 'Niger')",Accra,Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0
"('Lome', 'Lome', 'Togo')",Accra,Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0
"('Kakamega', 'Kakamega', 'Kenya')",Nairobi,Urban Village,Urban,Village,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0
"('Bolgatanga', 'Bolgatanga', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,11,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Madina', 'Madina', 'Ghana')",Accra,Urban City,Urban,City,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0
"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Nairobi,Non-Urban Village,Non-Urban,Village,10,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Enugu', 'Enugu', 'Nigeria')",Accra,Urban Town,Urban,Town,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0
"('Koforidua', 'Koforidua', 'Ghana')",Accra,Urban Town,Urban,Town,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
"('Thohoyandou', 'Thohoyandou', 'South Africa')",Johannesburg,Urban Village,Urban,Village,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",Nairobi,Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
"('Busia', 'Busia', 'Kenya')",Nairobi,Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
"('Kitui', 'Kitui', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Migori', 'Migori', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,8,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Maputo', 'Maputo', 'Mozambique')",Johannesburg,Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
"('Cape Coast', 'Cape Coast', 'Ghana')",Accra,Urban Town,Urban,Town,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
"('Adenta', 'Adenta', 'Ghana')",Accra,Urban Town,Urban,Town,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
"('Legon', 'Legon', 'Ghana')",Accra,Urban Town,Urban,Town,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
"('Polokwane', 'Polokwane', 'South Africa')",Johannesburg,Urban Village,Urban,Village,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
"('Nyamira', 'Nyamira', 'Kenya')",Nairobi,Urban Village,Urban,Village,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
"('Ho', 'Ho', 'Ghana')",Accra,Urban Town,Urban,Town,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
"('Takoradi', 'Takoradi', 'Ghana')",Accra,Unclassified Town,Unclassified,Town,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
"('Bujumbura', 'Bujumbura', 'Burundi')",Nairobi,Urban Town,Urban,Town,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0
"('Kumasi', 'Kumasi', 'Ghana')",Accra,Urban Town,Urban,Town,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
"('Nairobi', 'Nairobi', 'Kenya')",Nairobi,Urban Town,Urban,Town,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
"('Kampala', 'Kampala', 'Uganda')",Nairobi,Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0
"('Porto-Novo', 'Porto-Novo', 'Benin')",Accra,Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
"('Harare', 'Harare', 'Zimbabwe')",Johannesburg,Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0
"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Nairobi,Urban Village,Urban,Village,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0
"('Makueni', 'Makueni', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Maseru', 'Maseru', 'Lesotho')",Johannesburg,Urban Village,Urban,Village,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0
"('Juba', 'Juba', 'South Sudan')",Nairobi,Non-Urban Village,Non-Urban,Village,4,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kiambu', 'Kiambu', 'Kenya')",Nairobi,Urban Village,Urban,Village,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
"('Abidjan', 'Abidjan', ""Côte d'Ivoire"")",Accra,Unclassified Town,Unclassified,Town,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"('Nkawkaw', 'Nkawkaw', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Blantyre', 'Blantyre', 'Malawi')",Johannesburg,Urban Village,Urban,Village,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
"('Louis Trichardt', 'Louis Trichardt', 'South Africa')",Johannesburg,Urban Village,Urban,Village,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",Johannesburg,Urban Town,Urban,Town,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
"('Nakuru', 'Nakuru', 'Kenya')",Nairobi,Urban Village,Urban,Village,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
"('Bungoma', 'Bungoma', 'Kenya')",Nairobi,Urban Village,Urban,Village,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
"('Makhado', 'Makhado', 'South Africa')",Johannesburg,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"('Akim Oda', 'Akim Oda', 'Ghana')",Accra,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
"('Wa', 'Wa', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Sokode', 'Sokode', 'Togo')",Accra,Non-Urban Village,Non-Urban,Village,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kano', 'Kano', 'Nigeria')",Accra,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"('Homa Bay', 'Homa Bay', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Sekondi', 'Sekondi', 'Ghana')",Accra,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"('Meru', 'Meru', 'Kenya')",Nairobi,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"('Wote', 'Wote', 'Kenya')",Nairobi,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
"('Sandton', 'Sandton', 'South Africa')",Johannesburg,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"('Gushiegu', 'Gushiegu', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kitale', 'Kitale', 'Kenya')",Nairobi,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
"('Berea', 'Berea', 'South Africa')",Johannesburg,Urban City,Urban,City,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"('Arusha', 'Arusha', 'Tanzania')",Nairobi,Non-Urban Village,Non-Urban,Village,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Nqutu', 'Nqutu', 'South Africa')",Johannesburg,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"('Embu', 'Embu', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Tema', 'Tema', 'Ghana')",Accra,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"('Anambra', 'Anambra', 'Nigeria')",Accra,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"('Limete', 'Kinshasa', 'Democratic Republic of the Congo')",Johannesburg,Urban City,Urban,City,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"('Mzuzu', 'Mzuzu', 'Malawi')",Johannesburg,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"('Ouagadougou', 'Ouagadougou', 'Burkina Faso')",Accra,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
"('Oyugis', 'Oyugis', 'Kenya')",Nairobi,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"('Nelspruit', 'Nelspruit', 'South Africa')",Johannesburg,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"('Durban', 'Durban', 'South Africa')",Johannesburg,Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
"('Matatiele', 'Matatiele', 'South Africa')",Johannesburg,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"('Kpandai', 'Kpandai', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Somanya', 'Somanya', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Goma', 'Goma', 'Democratic Republic of the Congo')",Nairobi,Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"('Hohoe', 'Hohoe', 'Ghana')",Accra,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"('Thika', 'Thika', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Johannesburg', 'Berea', 'South Africa')",Johannesburg,Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"('Ilorin', 'Ilorin', 'Nigeria')",Accra,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"('Germiston', 'Germiston', 'South Africa')",Johannesburg,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"('Hillbrow', 'Berea', 'South Africa')",Johannesburg,Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"('Suhum', 'Suhum', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Ngozi', 'Ngozi', 'Burundi')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Techiman', 'Techiman', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Namaingo', 'Namaingo', 'Uganda')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Nsawam', 'Nsawam', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Keta', 'Keta', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mumias', 'Mumias', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Pietersburg', 'Pietersburg', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Eldoret', 'Eldoret', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
"('Pietermaritzburg', 'Pietermaritzburg', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Kpalime', 'Kpalime', 'Togo')",Accra,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
"('Kpando', 'Kpando', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kpassa', 'Kpassa', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kranskop', 'Kranskop', 'South Africa')",Johannesburg,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kwekwe', 'Kwekwe', 'Zimbabwe')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
"('Migori Town', 'Migori Town', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Nyeri', 'Nyeri', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
"('Lusaka', 'Lusaka', 'Zambia')",Johannesburg,Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"('Mzimba', 'Mzimba', 'Malawi')",Johannesburg,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mafikeng', 'Mafikeng', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Malamulele', 'Malamulele', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Muranga', 'Muranga', 'Kenya')",Nairobi,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
"('Kajiado', 'Kajiado', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Nima', 'Nima', 'Ghana')",Accra,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
"('Nkandla', 'Nkandla', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Pretoria', 'Pretoria', 'South Africa')",Johannesburg,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"('Khongoloti', 'Maputo', 'Mozambique')",Johannesburg,Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"('Mombasa', 'Mombasa', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
"('Kinangop', 'Kinangop', 'Kenya')",Nairobi,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Kirinyaga', 'Kirinyaga', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Mpraeso', 'Mpraeso', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Bamako', 'Bamako', 'Mali')",Accra,Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
"('Yendi', 'Yendi', 'Ghana')",Accra,Non-Urban Village,Non-Urban,Village,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Bimbilla', 'Bimbila', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Agadez', 'Agadez', 'Niger')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Nairobi,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Aflao', 'Aflao', 'Ghana')",Accra,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Vryheid', 'Vryheid', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('nan', 'Msinga', 'South Africa')",Johannesburg,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nan', 'KwaZulu-Natal', 'South Africa')",Johannesburg,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Awendo', 'Awendo', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
"('Bushbuckridge', 'Bushbuckridge', 'South Africa')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Bondo', 'Bondo', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Xai-Xai', 'Xai-Xai', 'Mozambique')",Johannesburg,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('Bumala', 'Bumala', 'Kenya')",Nairobi,Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('nan', 'Cheshegu', 'Ghana')",Accra,Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Ebonyi', 'Ebonyi', 'Nigeria')",Accra,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"('Winneba', 'Winneba', 'Ghana')",Accra,Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"('Chokwe', 'Chokwe', 'Mozambique')",Johannesburg,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Aburi', 'Aburi', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nan', 'Khayelitsha', 'South Africa')",Johannesburg,Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"('nan', 'Kayole', 'Kenya')",Johannesburg,Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"('nan', 'Kasule', 'Kenya')",Nairobi,Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"('Obo Kwahu', 'Obo', 'Ghana')",Accra,Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Obuasi', 'Obuasi', 'Ghana')",Accra,Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Thulamahashe', 'Thulamahashe', 'South Africa')",Johannesburg,Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"('Nyembani', 'Maputo', 'Mozambique')",Johannesburg,Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"('nan', 'Kibaya', 'Rwanda')",Nairobi,Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"('nan', 'Kisumu', 'Kenya')",Nairobi,Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"('nan', 'Kangema', 'Kenya')",Nairobi,Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"('nan', 'KwaMashu', 'South Africa')",Johannesburg,Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"('Ntabazinduna', 'Bulawayo', 'Zimbabwe')",Johannesburg,Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
